domain,registrar,category,subcategory,tld,sld_length,expiry,ns_class,dynappraisal,dynappraisal_date,appraisal_kind,appraisal_proxy_domain,live_ask_marketplace,live_ask_price,live_ask_date,afternic_min_offer,afternic_price_source,category_comps_median,quote_with,keep_override,trademark_flag,anchor,anchor_source,confidence,quality_multiplier,quality_reasons,value_usd,tier,keen_price_usd,sale_status,ask_vs_value,floor_vs_keen
christmasforpets.co.uk,nominet,consumer-products,gifts,co.uk,16,2027-10,,,,,,,,,10000,min_offer,,,,,4375,subcategory-median,medium,0.85,co.uk x0.85,3719,B,2250,tbd,,4.4
christmasgiftideas.co.uk,nominet,consumer-products,gifts,co.uk,18,2028-11,,,,,,,,,,,,,,,4375,subcategory-median,medium,0.85,co.uk x0.85,3719,B,2250,tbd,,
christmasgiftsforpets.co.uk,nominet,consumer-products,gifts,co.uk,21,2028-10,,,,,,,,,10000,min_offer,,,,,4375,subcategory-median,medium,0.85,co.uk x0.85,3719,B,2250,tbd,,4.4
christmashampers.uk,nominet,consumer-products,gifts,uk,16,2028-10,,,,,,,,,50000,min_offer,,,,,4375,subcategory-median,medium,0.21,uk x0.21,919,D,425,tbd,,117.6
christmasjoyideas.com,dynadot,consumer-products,gifts,com,17,2026-11-04,afternic,548,2026-09-02,direct,,,,,10000,min_offer,,,,,548,own-appraisal,high,1.00,direct appraisal in own TLD (no TLD factor),548,D,250,tbd,,40.0
christmaspresents.co.uk,nominet,consumer-products,gifts,co.uk,17,2027-01,,,,,,,,,10000,min_offer,,,,,4375,subcategory-median,medium,0.85,co.uk x0.85,3719,B,2250,tbd,,4.4
christmaspresentsforpets.co.uk,nominet,consumer-products,gifts,co.uk,24,2027-10,,,,,,,,,10000,min_offer,,,,,4375,subcategory-median,medium,0.68,very long -20%; co.uk x0.85,2975,C,1500,tbd,,6.7
christmasprezzies.co.uk,nominet,consumer-products,gifts,co.uk,17,2028-06,,,,,,,,,10000,min_offer,,,,,4375,subcategory-median,medium,0.85,co.uk x0.85,3719,B,2250,tbd,,4.4
claddingpanels.com,porkbun,home-garden,building-trades,com,14,2028-02-22,afternic,2322,2026-09-03,direct,,afternic,4999,2026-09-03,,buy_now,,,,,2322,own-appraisal,high,1.00,direct appraisal in own TLD (no TLD factor),2322,C,1200,tbd,2.2,
claimsolicitor.com,porkbun,legal,general,com,14,2027-06-06,afternic,,,,,,,,10000,min_offer,,,,,2526,portfolio-median,very-low,1.00,,2526,C,1300,tbd,,7.7
classicshoes.co.uk,nominet,consumer-products,clothing-fashion,co.uk,12,2028-12,,,,,,,,,,,,,,,3512,subcategory-median,medium,0.85,co.uk x0.85,2985,C,1500,tbd,,
cleanly.uk,nominet,home-garden,services,uk,7,2028-09,,10414,2026-09-04,direct,,,,,50000,min_offer,,,,,10414,own-appraisal,high,1.00,direct appraisal in own TLD (no TLD factor),10414,A,,PREMIUM-REVIEW:single-word,,
client-accounts.com,porkbun,business-services,accounting,com,15,2027-04-06,other,,,,,,,,,,,,,,1306,subcategory-median,medium,0.75,hyphen -25%,980,D,450,tbd,,
climbing-ropes.com,spaceship,sports-leisure,outdoors,com,14,2027-08-04,afternic,,,,,,,,,,,,,,1980,category-median,low,0.75,hyphen -25%,1485,C,750,tbd,,
clips.uk,nominet,generic-word,general,uk,5,2029-10,,12921,2026-09-04,direct,,,,,10000,min_offer,,,,,12921,own-appraisal,high,1.00,direct appraisal in own TLD (no TLD factor),12921,A,,PREMIUM-REVIEW:single-word,,
clothesdesign.uk,nominet,web-digital,design,uk,13,2028-10,,,,,,,,,10000,min_offer,1500,,,,3255,subcategory-median,medium,0.21,uk x0.21,684,D,325,tbd,,30.8
clothesdesigners.uk,nominet,web-digital,design,uk,16,2027-10,,,,,,,,,50000,min_offer,1500,,,,3255,subcategory-median,medium,0.21,uk x0.21,684,D,325,tbd,,153.8
clothesdesigns.co.uk,nominet,web-digital,design,co.uk,14,2028-10,,,,,,,,,10000,min_offer,1500,,,,3255,subcategory-median,medium,0.85,co.uk x0.85,2767,C,1400,tbd,,7.1
clotheshangers.uk,nominet,consumer-products,household,uk,14,2028-07,,,,,,,,,,,,,,,9199,subcategory-median,medium,0.21,uk x0.21,1932,C,1000,tbd,,
clothingclearance.co.uk,nominet,consumer-products,clothing-fashion,co.uk,17,2028-06,,,,,,,,,10000,min_offer,,,,,3512,subcategory-median,medium,0.85,co.uk x0.85,2985,C,1500,tbd,,6.7
codeintrospection.com,porkbun,ai-tech,software,com,17,2027-06-11,other,,,,,,,,,,,,,,1808,category-median,low,1.00,,1808,C,950,tbd,,
cogk.com,porkbun,brandable-short,4-char,com,4,2026-12-19,afternic,2523,2026-09-04,direct,,afternic,28500,2026-09-03,,buy_now,,,,,2523,own-appraisal,high,1.20,short .com +20%; direct appraisal in own TLD (no TLD factor),3028,C,,PREMIUM-REVIEW:4-letter-com,9.4,
col-tec.com,porkbun,brandable-short,pronounceable,com,7,2027-06-10,afternic,,,,,afternic,4999,2026-09-03,,buy_now,,,,,4146,subcategory-median,medium,0.75,hyphen -25%,3110,C,1600,tbd,1.6,
collateralfinancing.com,porkbun,financial,general,com,19,2028-06-03,afternic,1135,2026-09-03,direct,,,,,10000,min_offer,,,,,1135,own-appraisal,high,1.00,direct appraisal in own TLD (no TLD factor),1135,D,,KEEP:network-financial,,
colloidalsilver.uk,nominet,health-medical,supplements,uk,15,2028-02,,,,,,,,,,,,,,,598,category-median,low,0.21,uk x0.21,126,E,200,tbd,,
comedienne.uk,nominet,generic-word,general,uk,10,2027-01,,2113,2026-09-04,direct,,,,,,,,,,,2113,own-appraisal,high,1.00,direct appraisal in own TLD (no TLD factor),2113,C,,PREMIUM-REVIEW:single-word,,
comidacachorros.com,porkbun,pets-vet,general,com,15,2027-05-24,afternic,,,,,afternic,4999,2026-09-03,,buy_now,,,,,825,subcategory-median,medium,1.00,,825,D,375,tbd,6.1,
commercial-law.uk,nominet,legal,general,uk,14,2028-10,,,,,,,,,10000,min_offer,,,,,2526,portfolio-median,very-low,0.16,hyphen -25%; uk x0.21,398,E,200,tbd,,50.0
commercialartist.uk,nominet,web-digital,design,uk,16,2027-10,,,,,,,,,10000,min_offer,,,,,3255,subcategory-median,medium,0.21,uk x0.21,684,D,325,tbd,,30.8
commercialclearance.co.uk,nominet,business-services,general,co.uk,19,2028-06,,,,,,,,,,,,,,,1135,subcategory-median,medium,0.85,co.uk x0.85,965,D,450,tbd,,
commercialconcrete.co.uk,nominet,home-garden,building-trades,co.uk,18,2028-03,,,,,,,,,,,,,,,2223,subcategory-median,medium,0.85,co.uk x0.85,1890,C,950,tbd,,
commercialfiredoors.co.uk,nominet,home-garden,windows-doors,co.uk,19,2028-10,,,,,,,,,,,,,,,2607,subcategory-median,medium,0.85,co.uk x0.85,2216,C,1150,tbd,,
commercialfitouts.com,porkbun,business-services,general,com,17,2028-01-16,afternic,,,,,afternic,4999,2026-09-03,,buy_now,,,,,1135,subcategory-median,medium,1.00,,1135,D,550,tbd,4.4,
commercialpaintspraying.com,porkbun,home-garden,building-trades,com,23,2027-06-18,afternic,1055,2026-09-03,direct,,afternic,4999,2026-09-03,,buy_now,,,,,1055,own-appraisal,high,0.80,very long -20%; direct appraisal in own TLD (no TLD factor),844,D,400,tbd,5.9,
commercialpoolequipment.com,spaceship,home-garden,pools-spas,com,23,2027-07-20,atom,231,2026-09-03,direct,,,,,,,2995,,,,231,own-appraisal,high,0.80,very long -20%; direct appraisal in own TLD (no TLD factor),185,E,200,tbd,,
commercialshutters.co.uk,nominet,home-garden,windows-doors,co.uk,18,2028-12,,,,,,,,,,,,,,,2607,subcategory-median,medium,0.85,co.uk x0.85,2216,C,1150,tbd,,
commercialvansforsale.co.uk,nominet,automotive,commercial-vehicles,co.uk,21,2028-11,,,,,,,,,,,,,,,1608,category-median,low,0.85,co.uk x0.85,1367,C,700,tbd,,
commercialvehiclehire.com,porkbun,automotive,general,com,21,2028-03-01,afternic,,,,,afternic,4999,2026-09-03,,buy_now,2000,,,,916,subcategory-median,medium,1.00,,916,D,425,tbd,5.5,
commerciele.com,porkbun,foreign-language,dutch,com,11,2027-12-17,other,5334,2026-09-04,direct,,,,,,,,,,,5334,own-appraisal,high,0.75,thin-demand category -25%; direct appraisal in own TLD (no TLD factor),4000,B,2250,tbd,,
communicador.com,dynadot,foreign-language,spanish,com,12,2027-06-21,afternic,739,2026-09-02,direct,,afternic,4999,2026-09-03,,buy_now,,,,,739,own-appraisal,high,0.75,thin-demand category -25%; direct appraisal in own TLD (no TLD factor),554,D,250,tbd,9.0,
comovilla.com,porkbun,travel,general,com,9,2027-08-20,afternic,,,,,,,,12000,min_offer,5000,,,,995,subcategory-median,medium,1.00,,995,D,450,tbd,,26.7
company-audits.com,spaceship,business-services,audits,com,14,2027-06-10,afternic,3298,2026-09-04,direct,,,,,,,2495,,,,3298,own-appraisal,high,0.75,hyphen -25%; direct appraisal in own TLD (no TLD factor),2474,C,1250,tbd,,
companyaudit.uk,nominet,business-services,general,uk,12,2028-06,,,,,,,,,,,2495,,,,1135,subcategory-median,medium,0.21,uk x0.21,238,E,200,tbd,,
companyauditing.com,porkbun,business-services,audits,com,15,2028-06-10,afternic,771,2026-09-04,direct,,afternic,4999,2026-09-03,,buy_now,2495,,,,771,own-appraisal,high,1.00,direct appraisal in own TLD (no TLD factor),771,D,350,tbd,6.5,
companyauditing.uk,nominet,business-services,audits,uk,15,2028-06,,148,2026-09-04,direct,,,,,,,2495,,,,148,own-appraisal,high,1.00,direct appraisal in own TLD (no TLD factor),148,E,200,tbd,,
companyaudits.uk,nominet,business-services,general,uk,13,2028-06,,,,,,,,,,,2495,,,,1135,subcategory-median,medium,0.21,uk x0.21,238,E,200,tbd,,
companyjingles.com,dynadot,business-services,general,com,14,2027-01-13,afternic,976,2026-09-02,direct,,,,,10000,min_offer,,,,,976,own-appraisal,high,1.00,direct appraisal in own TLD (no TLD factor),976,D,450,tbd,,22.2
companyloan.uk,nominet,business-services,general,uk,11,2028-10,,,,,,,,,,,1805,,,,1135,subcategory-median,medium,0.21,uk x0.21,238,E,200,tbd,,
companypensions.uk,nominet,financial,investing,uk,15,2028-09,,,,,,,,,10000,min_offer,,,,,2526,portfolio-median,very-low,0.21,uk x0.21,531,D,,KEEP:network-financial,,
compareelectricityprices.co.uk,nominet,tools-comparison,general,co.uk,24,2028-04,,,,,,,,,10000,min_offer,,,,,2480,subcategory-median,medium,0.68,very long -20%; co.uk x0.85,1686,C,850,tbd,,11.8
compareelectricitysuppliers.co.uk,nominet,tools-comparison,general,co.uk,27,2028-03,,,,,,,,,10000,min_offer,,,,,2480,subcategory-median,medium,0.68,very long -20%; co.uk x0.85,1686,C,850,tbd,,11.8
compareenergyprices.co.uk,nominet,tools-comparison,general,co.uk,19,2028-04,,,,,,,,,10000,min_offer,,,,,2480,subcategory-median,medium,0.85,co.uk x0.85,2108,C,1100,tbd,,9.1
compareenergysuppliers.co.uk,nominet,tools-comparison,general,co.uk,22,2028-03,,,,,,,,,10000,min_offer,,,,,2480,subcategory-median,medium,0.68,very long -20%; co.uk x0.85,1686,C,850,tbd,,11.8
comparefamilyhealthinsurance.co.uk,nominet,financial,insurance,co.uk,28,2027-10,,,,,,,,,10000,min_offer,2499,,,,2526,portfolio-median,very-low,0.68,very long -20%; co.uk x0.85,1718,C,,KEEP:network-financial,,
comparefamilyhealthinsurance.uk,nominet,financial,insurance,uk,28,2028-10,,,,,,,,,10000,min_offer,2499,,,,2526,portfolio-median,very-low,0.17,very long -20%; uk x0.21,424,E,,KEEP:network-financial,,
comparegassuppliers.co.uk,nominet,tools-comparison,general,co.uk,19,2028-03,,,,,,,,,10000,min_offer,,,,,2480,subcategory-median,medium,0.85,co.uk x0.85,2108,C,1100,tbd,,9.1
comparehealthcare.uk,nominet,health-medical,general,uk,17,2028-11,,,,,,,,,,,2000,,,,598,subcategory-median,medium,0.21,uk x0.21,126,E,200,tbd,,
comparesavingsrates.com,porkbun,financial,banking-savings,com,19,2027-07-20,afternic,355,2026-09-03,direct,,,,,10000,min_offer,,,,,355,own-appraisal,high,1.00,direct appraisal in own TLD (no TLD factor),355,E,,KEEP:network-financial,,
comparewaterprices.co.uk,nominet,tools-comparison,general,co.uk,18,2028-04,,,,,,,,,10000,min_offer,,,,,2480,subcategory-median,medium,0.85,co.uk x0.85,2108,C,1100,tbd,,9.1
comparison-site.com,porkbun,web-digital,web,com,15,2026-10-19,afternic,,,,,,,,10000,min_offer,,,,,2657,category-median,low,0.75,hyphen -25%,1993,C,1000,tbd,,10.0
compdoors.com,dynadot,home-garden,windows-doors,com,9,2027-04-15,atom,3642,2026-09-02,direct,,,,,,,,,,,3642,own-appraisal,high,1.00,direct appraisal in own TLD (no TLD factor),3642,B,2250,tbd,,
competitiverates.co.uk,nominet,financial,general,co.uk,16,2028-04,,,,,,,,,10000,min_offer,,,,,2526,portfolio-median,very-low,0.85,co.uk x0.85,2148,C,,KEEP:network-financial,,
competitoranalysis.uk,nominet,web-digital,marketing,uk,18,2027-10,,,,,,,,,10000,min_offer,,,,,1482,subcategory-median,medium,0.21,uk x0.21,311,E,200,tbd,,50.0
composite-doors.uk,nominet,home-garden,windows-doors,uk,15,2028-05,,,,,,,,,,,,,,,2607,subcategory-median,medium,0.16,hyphen -25%; uk x0.21,411,E,200,tbd,,
compositebackdoors.com,porkbun,home-garden,windows-doors,com,18,2028-03-17,afternic,1978,2026-09-03,direct,,afternic,4999,2026-09-03,,buy_now,,,,,1978,own-appraisal,high,1.00,direct appraisal in own TLD (no TLD factor),1978,C,1000,tbd,2.5,
compositefrontdoors.com,dynadot,home-garden,windows-doors,com,19,2027-05-14,atom,1518,2026-09-02,direct,,,,,,,,,,,1518,own-appraisal,high,1.00,direct appraisal in own TLD (no TLD factor),1518,C,800,tbd,,
compositegate.co.uk,nominet,home-garden,garden,co.uk,13,2027-05,,,,,,,,,,,,,,,1644,subcategory-median,medium,0.85,co.uk x0.85,1397,C,700,tbd,,
compositetimber.co.uk,nominet,home-garden,garden,co.uk,15,2028-06,,,,,,,,,,,,,,,1644,subcategory-median,medium,0.85,co.uk x0.85,1397,C,700,tbd,,
comprada.com,dynadot,foreign-language,spanish,com,8,2027-09-17,afternic,4918,2026-09-02,direct,,,,,10000,min_offer,,,,,4918,own-appraisal,high,0.75,thin-demand category -25%; direct appraisal in own TLD (no TLD factor),3688,B,2250,tbd,,4.4
comprarticket.com,porkbun,sports-leisure,tickets,com,13,2027-05-24,afternic,,,,,afternic,24000,2026-09-03,,buy_now,,,,,1980,category-median,low,1.00,,1980,C,1000,tbd,12.1,
comptabilitat.com,porkbun,business-services,accounting,com,13,2027-06-28,afternic,,,,,afternic,4999,2026-09-03,,buy_now,,,,,1306,subcategory-median,medium,1.00,,1306,C,700,tbd,3.8,
conciergist.com,dynadot,business-services,general,com,11,2026-12-03,afternic,2067,2026-09-02,direct,,,,,12000,min_offer,,,,,2067,own-appraisal,high,1.00,direct appraisal in own TLD (no TLD factor),2067,C,1050,tbd,,11.4
concrete-homes.com,porkbun,property,general,com,14,2027-08-14,afternic,,,,,,,,12000,min_offer,,,,,1504,subcategory-median,medium,0.75,hyphen -25%,1128,D,550,tbd,,21.8
condommachines.com,dynadot,industrial-equipment,general,com,14,2027-08-27,afternic,586,2026-09-02,direct,,,,,10000,min_offer,,,,,586,own-appraisal,high,1.00,direct appraisal in own TLD (no TLD factor),586,D,275,tbd,,36.4
conference-microphones.com,spaceship,consumer-products,electronics,com,22,2027-08-04,afternic,,,,,,,,,,,,,,3013,subcategory-median,medium,0.60,hyphen -25%; very long -20%,1808,C,950,tbd,,
conferences.co.uk,nominet,events-exhibitions,general,co.uk,11,2029-08,,61577,2026-09-04,proxy,conferences.com,,,,10000,min_offer,,,,,61577,proxy-via-conferences.com,not-estimable,0.85,co.uk x0.85,52340,A,,PREMIUM-REVIEW:single-word,,
conjurar.com,dynadot,foreign-language,spanish,com,8,2027-08-20,afternic,3952,2026-09-02,direct,,,,,10000,min_offer,,,,,3952,own-appraisal,high,0.75,thin-demand category -25%; direct appraisal in own TLD (no TLD factor),2964,C,1500,tbd,,6.7
connect-travel.com,porkbun,travel,general,com,14,2028-04-18,afternic,,,,,afternic,4999,2026-09-03,,buy_now,1000,,,,995,subcategory-median,medium,0.75,hyphen -25%,746,D,350,tbd,6.7,
conservatorydesign.uk,nominet,web-digital,design,uk,18,2027-10,,,,,,,,,10000,min_offer,1500,,,,3255,subcategory-median,medium,0.21,uk x0.21,684,D,325,tbd,,30.8
conservatoryroofpanels.co.uk,nominet,home-garden,windows-doors,co.uk,22,2028-02,,,,,,,,,,,,,,,2607,subcategory-median,medium,0.68,very long -20%; co.uk x0.85,1773,C,900,tbd,,
consolidateloans.co.uk,nominet,financial,loans,co.uk,16,2028-12,,,,,,,,,,,1805,,,,2526,portfolio-median,very-low,0.85,co.uk x0.85,2148,C,,KEEP:network-financial,,
consolidateloans.uk,nominet,financial,loans,uk,16,2028-12,,,,,,,,,,,1805,,,,2526,portfolio-median,very-low,0.21,uk x0.21,531,D,,KEEP:network-financial,,
consolidatemortgage.co.uk,nominet,financial,mortgages,co.uk,19,2028-03,,,,,,,,,10000,min_offer,2000,,,,2526,portfolio-median,very-low,0.85,co.uk x0.85,2148,C,,KEEP:network-financial,,
constructionequipmentlease.com,porkbun,industrial-equipment,construction-plant,com,26,2027-09-21,afternic,,,,,afternic,4999,2026-09-03,,buy_now,2613,,,,2066,category-median,low,0.80,very long -20%,1652,C,850,tbd,3.0,
consumerdrone.com,dynadot,consumer-products,electronics,com,13,2026-12-06,afternic,1435,2026-09-02,direct,,afternic,25000,2026-09-03,,buy_now,,,,,1435,own-appraisal,high,1.00,direct appraisal in own TLD (no TLD factor),1435,C,750,tbd,17.4,
containertrader.co.uk,nominet,industrial-equipment,general,co.uk,15,2028-04,,,,,,,,,,,,,,,2066,subcategory-median,medium,0.85,co.uk x0.85,1756,C,900,tbd,,
contentoutreach.co.uk,nominet,web-digital,marketing,co.uk,15,2028-06,,,,,,,,,,,,,,,1482,subcategory-median,medium,0.85,co.uk x0.85,1260,C,650,tbd,,
contentresearch.co.uk,nominet,web-digital,content,co.uk,15,2028-09,,,,,,,,,10000,min_offer,,,,,2657,category-median,low,0.85,co.uk x0.85,2258,C,1150,tbd,,8.7
contentresearch.uk,nominet,web-digital,content,uk,15,2028-09,,,,,,,,,10000,min_offer,,,,,2657,category-median,low,0.21,uk x0.21,558,D,275,tbd,,36.4
contentwritingservices.uk,nominet,web-digital,content,uk,22,2028-09,,,,,,,,,10000,min_offer,,,,,2657,category-median,low,0.17,very long -20%; uk x0.21,446,E,200,tbd,,50.0
contextengineer.uk,nominet,ai-tech,ai,uk,15,2028-07,,,,,,,,,,,,,,,1808,subcategory-median,medium,0.21,uk x0.21,380,E,200,tbd,,
contract-flooring.co.uk,nominet,home-garden,building-trades,co.uk,17,2028-06,,,,,,,,,,,,,,,2223,subcategory-median,medium,0.64,hyphen -25%; co.uk x0.85,1417,C,750,tbd,,
contractseating.co.uk,nominet,home-garden,furnishings,co.uk,15,2027-04,,,,,,,,,,,,,,,3656,subcategory-median,medium,0.85,co.uk x0.85,3108,C,1600,tbd,,
cookly.uk,nominet,food-drink,general,uk,6,2028-11,,,,,,,,,,,,,live-site,,1900,subcategory-median,medium,0.21,uk x0.21,399,E,,KEEP:live-site,,
cooling-mattresses.com,spaceship,home-garden,furnishings,com,18,2027-08-04,afternic,1981,2026-09-03,direct,,,,,,,,,,,1981,own-appraisal,high,0.75,hyphen -25%; direct appraisal in own TLD (no TLD factor),1486,C,750,tbd,,
coolingmattresses.com,spaceship,home-garden,furnishings,com,17,2027-08-04,afternic,493,2026-09-03,direct,,,,,,,,,,,493,own-appraisal,high,1.00,direct appraisal in own TLD (no TLD factor),493,E,200,tbd,,
copyonline.co.uk,nominet,web-digital,content,co.uk,10,2028-04,,,,,,,,,10000,min_offer,,,owner-withdrawn,,2657,category-median,low,0.85,co.uk x0.85,2258,C,,KEEP:owner-withdrawn,,
cordless-vacuums.com,spaceship,consumer-products,appliances,com,16,2027-08-04,afternic,,,,,,,,,,,,,,1348,subcategory-median,medium,0.75,hyphen -25%,1011,D,475,tbd,,
cordlessmowers.com,dynadot,home-garden,garden,com,14,2027-01-31,afternic,2670,2026-09-02,direct,,,,,,,,,,,2670,own-appraisal,high,1.00,direct appraisal in own TLD (no TLD factor),2670,C,1350,tbd,,
core-drilling.com,dynadot,home-garden,building-trades,com,13,2026-12-05,atom,4205,2026-09-02,direct,,,,,,,,,,,4205,own-appraisal,high,0.75,hyphen -25%; direct appraisal in own TLD (no TLD factor),3154,C,1600,tbd,,
core-renovation.com,spaceship,home-garden,kitchens-extensions,com,15,2027-07-16,afternic,2527,2026-09-03,direct,,,,,,,,,,,2527,own-appraisal,high,0.75,hyphen -25%; direct appraisal in own TLD (no TLD factor),1895,C,950,tbd,,
coredoors.co.uk,nominet,home-garden,windows-doors,co.uk,9,2028-09,,,,,,,,,,,,,,,2607,subcategory-median,medium,0.85,co.uk x0.85,2216,C,1150,tbd,,
corksprayinsulation.com,dynadot,home-garden,energy,com,19,2027-03-15,atom,345,2026-09-02,direct,,,,,,,,,,,345,own-appraisal,high,1.00,direct appraisal in own TLD (no TLD factor),345,E,200,tbd,,
cornwallholidaylet.co.uk,nominet,travel,general,co.uk,18,2028-09,,,,,,,,,10000,min_offer,,,,,995,subcategory-median,medium,0.85,co.uk x0.85,846,D,400,tbd,,25.0
cornwallmarketing.com,dynadot,web-digital,marketing,com,17,2026-12-06,afternic,515,2026-09-02,direct,,,,,12000,min_offer,,,,,515,own-appraisal,high,1.00,direct appraisal in own TLD (no TLD factor),515,D,250,tbd,,48.0
cornwallpromotions.com,dynadot,web-digital,marketing,com,18,2026-12-17,afternic,1292,2026-09-02,direct,,afternic,4999,2026-09-03,,buy_now,,,,,1292,own-appraisal,high,1.00,direct appraisal in own TLD (no TLD factor),1292,C,650,tbd,3.9,
cornwallpropertyforsale.co.uk,nominet,property,general,co.uk,23,2027-10,,,,,,,,,,,,,,,1504,subcategory-median,medium,0.68,very long -20%; co.uk x0.85,1023,D,475,tbd,,
cornwallpropertyforsale.uk,nominet,property,general,uk,23,2027-10,,,,,,,,,,,,,,,1504,subcategory-median,medium,0.17,very long -20%; uk x0.21,253,E,200,tbd,,
corporate-audits.com,spaceship,business-services,audits,com,16,2027-06-10,afternic,2814,2026-09-04,direct,,,,,,,2495,,,,2814,own-appraisal,high,0.75,hyphen -25%; direct appraisal in own TLD (no TLD factor),2110,C,1100,tbd,,
corporate-identity.co.uk,nominet,business-services,general,co.uk,18,2027-10,,,,,,,,,50000,min_offer,,,,,1135,subcategory-median,medium,0.64,hyphen -25%; co.uk x0.85,724,D,350,tbd,,142.9
corporate-identity.uk,nominet,business-services,general,uk,18,2028-10,,,,,,,,,20000,min_offer,,,,,1135,subcategory-median,medium,0.16,hyphen -25%; uk x0.21,179,E,200,tbd,,100.0
corporateaudit.co.uk,nominet,business-services,general,co.uk,14,2028-06,,,,,,,,,,,2495,,,,1135,subcategory-median,medium,0.85,co.uk x0.85,965,D,450,tbd,,
