domain,registrar,category,subcategory,tld,sld_length,expiry,ns_class,dynappraisal,dynappraisal_date,appraisal_kind,appraisal_proxy_domain,live_ask_marketplace,live_ask_price,live_ask_date,afternic_min_offer,afternic_price_source,category_comps_median,quote_with,keep_override,trademark_flag,anchor,anchor_source,confidence,quality_multiplier,quality_reasons,value_usd,tier,keen_price_usd,sale_status,ask_vs_value,floor_vs_keen
mortgagerepaymentsinsurance.uk,nominet,financial,insurance,uk,27,2028-05,,,,,,,,,,,2750,,,,2526,portfolio-median,very-low,0.17,very long -20%; uk x0.21,424,E,,KEEP:network-financial,,
mortgagescalculators.com,dynadot,tools-comparison,general,com,20,2027-01-20,afternic,2573,2026-09-02,direct,,,,,10000,min_offer,1649,,,,2573,own-appraisal,high,1.00,direct appraisal in own TLD (no TLD factor),2573,C,1300,tbd,,7.7
mosquitobracelets.com,porkbun,consumer-products,household,com,17,2027-05-20,afternic,,,,,,,,10000,min_offer,,,,,9199,subcategory-median,medium,1.00,,9199,B,5250,tbd,,1.9
motherandchild.uk,nominet,consumer-products,kids-baby,uk,14,2027-02,,,,,,,,,,,,,,,3122,category-median,low,0.21,uk x0.21,656,D,300,tbd,,
motorbikeequipment.co.uk,nominet,automotive,general,co.uk,18,2028-11,,,,,,,,,,,2995,,,,916,subcategory-median,medium,0.85,co.uk x0.85,779,D,375,tbd,,
motorhomeconversions.co.uk,nominet,automotive,general,co.uk,20,2028-10,,,,,,,,,,,,,,,916,subcategory-median,medium,0.85,co.uk x0.85,779,D,375,tbd,,
motorhomelife.co.uk,nominet,automotive,general,co.uk,13,2027-05,,,,,,,,,,,,,,,916,subcategory-median,medium,0.85,co.uk x0.85,779,D,375,tbd,,
motorizedlifts.com,dynadot,automotive,general,com,14,2026-10-30,afternic,698,2026-09-02,direct,,,,,10000,min_offer,,,,,698,own-appraisal,high,1.00,direct appraisal in own TLD (no TLD factor),698,D,325,tbd,,30.8
motorsportsimulators.co.uk,nominet,sports-leisure,general,co.uk,20,2027-07,,,,,,,,,,,,,,,2270,subcategory-median,medium,0.85,co.uk x0.85,1930,C,1000,tbd,,
motorstorage.co.uk,nominet,automotive,general,co.uk,12,2028-10,,,,,,,,,,,,,,,916,subcategory-median,medium,0.85,co.uk x0.85,779,D,375,tbd,,
mouldcleaners.com,spaceship,home-garden,services,com,13,2026-09-14,atom,,,,,,,,,,,,,,997,subcategory-median,medium,1.00,,997,D,450,tbd,,
mouldedpulppackaging.com,spaceship,packaging-print,packaging,com,20,2027-06-10,atom,,,,,,,,,,,,,,1097,subcategory-median,medium,0.75,thin-demand category -25%,823,D,375,tbd,,
mountainclimbing.co.uk,nominet,sports-leisure,outdoors,co.uk,16,2028-06,,,,,,,,,,,,,,,1980,category-median,low,0.85,co.uk x0.85,1683,C,850,tbd,,
mountaintricycle.com,porkbun,sports-leisure,cycling,com,16,2027-06-15,afternic,,,,,afternic,25000,2026-09-03,,buy_now,,,,,2818,subcategory-median,medium,1.00,,2818,C,1450,tbd,8.9,
mountaintricycles.com,porkbun,sports-leisure,cycling,com,17,2027-06-15,afternic,,,,,afternic,25000,2026-09-03,,buy_now,,,,,2818,subcategory-median,medium,1.00,,2818,C,1450,tbd,8.9,
movable-walls.com,spaceship,industrial-equipment,general,com,13,2026-12-12,atom,,,,,,,,,,,,,,2066,subcategory-median,medium,0.75,hyphen -25%,1549,C,800,tbd,,
movingstorage.co.uk,nominet,transport-parking,logistics,co.uk,13,2028-01,,,,,,,,,,,,,,,1523,subcategory-median,medium,0.85,co.uk x0.85,1295,C,650,tbd,,
mow.uk,nominet,brandable-short,3-char,uk,3,2028-09,,5479,2026-09-04,direct,,,,,,,,,,,5479,own-appraisal,high,1.00,direct appraisal in own TLD (no TLD factor),5479,B,,PREMIUM-REVIEW:single-word,,
mowersguide.com,dynadot,tools-comparison,general,com,11,2027-08-23,afternic,6628,2026-09-02,direct,,,,,10000,min_offer,,,,,6628,own-appraisal,high,1.00,direct appraisal in own TLD (no TLD factor),6628,B,3750,tbd,,2.7
mris.uk,nominet,brandable-short,4-char,uk,4,2028-11,,,,,,,,,,,,,,,4140,category-median,low,0.21,uk x0.21,869,D,400,tbd,,
mriscans.uk,nominet,health-medical,general,uk,8,2028-09,,,,,,,,,10000,min_offer,,,,,598,subcategory-median,medium,0.21,uk x0.21,126,E,200,tbd,,50.0
muscleenhancement.co.uk,nominet,sports-leisure,fitness,co.uk,17,2028-04,,,,,,,,,10000,min_offer,,,,,1980,category-median,low,0.85,co.uk x0.85,1683,C,850,tbd,,11.8
muscletoner.uk,nominet,sports-leisure,fitness,uk,11,2028-09,,,,,,,,,10000,min_offer,,,,,1980,category-median,low,0.21,uk x0.21,416,E,200,tbd,,50.0
mutsjes.com,porkbun,consumer-products,clothing-fashion,com,7,2027-08-28,afternic,,,,,,,,12000,min_offer,,,,,3512,subcategory-median,medium,1.00,,3512,B,1950,tbd,,6.2
my-logistic.com,porkbun,transport-parking,logistics,com,11,2028-02-05,afternic,,,,,afternic,4999,2026-09-03,,buy_now,,,,,1523,subcategory-median,medium,0.75,hyphen -25%,1142,D,550,tbd,4.4,
myads.uk,nominet,web-digital,marketing,uk,5,2028-10,,,,,,,,,,,,,,,1482,subcategory-median,medium,0.21,uk x0.21,311,E,200,tbd,,
mydreamnails.com,dynadot,beauty-personal-care,cosmetics,com,12,2027-04-30,other,3744,2026-09-02,direct,,,,,,,,,,,3744,own-appraisal,high,1.00,direct appraisal in own TLD (no TLD factor),3744,B,2250,tbd,,
myhealthblog.uk,nominet,health-medical,general,uk,12,2028-10,,,,,,,,,10000,min_offer,2000,,,,598,subcategory-median,medium,0.21,uk x0.21,126,E,200,tbd,,50.0
myhealthcareblog.uk,nominet,health-medical,general,uk,16,2028-10,,,,,,,,,10000,min_offer,2000,,,,598,subcategory-median,medium,0.21,uk x0.21,126,E,200,tbd,,50.0
myhealthcarediary.uk,nominet,health-medical,general,uk,17,2028-10,,,,,,,,,10000,min_offer,2000,,,,598,subcategory-median,medium,0.21,uk x0.21,126,E,200,tbd,,50.0
myhealthdiary.uk,nominet,health-medical,general,uk,13,2028-10,,,,,,,,,10000,min_offer,2000,,,,598,subcategory-median,medium,0.21,uk x0.21,126,E,200,tbd,,50.0
mykitchenextension.com,spaceship,home-garden,kitchens-extensions,com,18,2027-07-14,afternic,,,,,,,,,,888,,,,1752,subcategory-median,medium,1.00,,1752,C,900,tbd,,
mywork.cv,porkbun,business-services,jobs-hire,cv,6,2026-10-24,afternic,,,,,,,,12000,min_offer,,,,,3028,subcategory-median,medium,0.25,cv x0.25,757,D,350,tbd,,34.3
myxology.com,dynadot,food-drink,drinks,com,8,2026-11-08,afternic,7167,2026-09-02,direct,,afternic,4999,2026-09-03,,buy_now,,,,,7167,own-appraisal,high,1.00,direct appraisal in own TLD (no TLD factor),7167,B,4000,tbd,0.7,
nachsehen.com,porkbun,foreign-language,german,com,9,2027-12-22,other,5684,2026-09-04,direct,,,,,,,,,,,5684,own-appraisal,high,0.75,thin-demand category -25%; direct appraisal in own TLD (no TLD factor),4263,B,2500,tbd,,
nachtvracht.com,dynadot,transport-parking,logistics,com,11,2027-05-21,afternic,15,2026-09-02,direct,,,,,12000,min_offer,,,,,15,own-appraisal,high,1.00,direct appraisal in own TLD (no TLD factor),15,E,200,tbd,,60.0
nanangmrk.com,dynadot,names-places,personal,com,9,2026-11-18,cloudflare,1790,2026-09-02,direct,,afternic,4999,2026-09-03,,buy_now,,,live-site,,1790,own-appraisal,high,0.75,thin-demand category -25%; direct appraisal in own TLD (no TLD factor),1342,C,,KEEP:live-site,3.7,
nationalgridenergy.com,dynadot,home-garden,energy,com,18,2027-07-16,afternic,1506,2026-09-02,direct,,afternic,4999,2026-09-03,,buy_now,,,,,1506,own-appraisal,high,1.00,direct appraisal in own TLD (no TLD factor),1506,C,800,tbd,3.3,
nattlampa.com,porkbun,home-garden,furnishings,com,9,2027-06-12,afternic,,,,,afternic,30000,2026-09-03,,buy_now,,,,,3656,subcategory-median,medium,1.00,,3656,B,2250,tbd,8.2,
naturalistic.uk,nominet,generic-word,general,uk,12,2028-04,,2711,2026-09-04,direct,,,,,10000,min_offer,,,,,2711,own-appraisal,high,1.00,direct appraisal in own TLD (no TLD factor),2711,C,,PREMIUM-REVIEW:single-word,,
naturalrefrigerants.co.uk,nominet,industrial-equipment,general,co.uk,19,2028-06,,,,,,,,,,,,,,,2066,subcategory-median,medium,0.85,co.uk x0.85,1756,C,900,tbd,,
negociado.com,porkbun,foreign-language,spanish,com,9,2027-09-28,afternic,,,,,,,,12000,min_offer,,,,,3342,subcategory-median,medium,0.75,thin-demand category -25%,2506,C,1300,tbd,,9.2
negotiations.co.uk,nominet,business-services,general,co.uk,12,2028-03,,258466,2026-09-04,proxy,negotiations.com,,,,,,,,,,258466,proxy-via-negotiations.com,not-estimable,0.85,co.uk x0.85,219696,A,,PREMIUM-REVIEW:single-word,,
netfares.co.uk,nominet,travel,general,co.uk,8,2028-05,,,,,,,,,50000,min_offer,,,,,995,subcategory-median,medium,0.85,co.uk x0.85,846,D,400,tbd,,125.0
netproperty.co.uk,nominet,property,general,co.uk,11,2028-04,,,,,,,,,25000,min_offer,,,,,1504,subcategory-median,medium,0.85,co.uk x0.85,1279,C,650,tbd,,38.5
networkarchitecture.uk,nominet,ai-tech,software,uk,19,2028-10,,,,,,,,,10000,min_offer,,,,,1808,category-median,low,0.21,uk x0.21,380,E,200,tbd,,50.0
netzstecker.com,porkbun,consumer-products,electronics,com,11,2027-06-30,afternic,,,,,afternic,4999,2026-09-03,,buy_now,,,,,3013,subcategory-median,medium,1.00,,3013,C,1550,tbd,1.7,
neuralnets.co.uk,nominet,ai-tech,ai,co.uk,10,2028-07,,,,,,,,,10000,min_offer,,,,,1808,subcategory-median,medium,0.85,co.uk x0.85,1537,C,800,tbd,,12.5
new-roofs.com,spaceship,home-garden,building-trades,com,9,2027-07-16,afternic,,,,,,,,,,,,,,2223,subcategory-median,medium,0.75,hyphen -25%,1667,C,850,tbd,,
nftagency.uk,nominet,web-digital,marketing,uk,9,2028-03,,,,,,,,,,,,,,,1482,subcategory-median,medium,0.21,uk x0.21,311,E,200,tbd,,
nice-trading.com,spaceship,business-services,general,com,12,2027-01-10,atom,,,,,,,,,,,,,,1135,subcategory-median,medium,0.75,hyphen -25%,851,D,400,tbd,,
noble-marketing.com,spaceship,web-digital,marketing,com,15,2027-06-02,atom,,,,,,,,,,,,,,1482,subcategory-median,medium,0.75,hyphen -25%,1112,D,550,tbd,,
nojob.co.uk,nominet,business-services,jobs-hire,co.uk,5,2028-12,,,,,,,,,,,,,,,3028,subcategory-median,medium,0.85,co.uk x0.85,2574,C,1300,tbd,,
noted.co.uk,nominet,generic-word,general,co.uk,5,2027-01,,89507,2026-09-04,proxy,noted.com,,,,50000,min_offer,,,live-site,,89507,proxy-via-noted.com,not-estimable,0.85,co.uk x0.85,76081,A,,PREMIUM-REVIEW:single-word,,
notizias.com,dynadot,foreign-language,italian,com,8,2026-09-19,afternic,4749,2026-09-02,direct,,,,,10000,min_offer,,,,,4749,own-appraisal,high,0.75,thin-demand category -25%; direct appraisal in own TLD (no TLD factor),3562,B,2000,tbd,,5.0
notuleren.com,porkbun,business-services,general,com,9,2027-06-13,afternic,,,,,afternic,30000,2026-09-03,,buy_now,,,,,1135,subcategory-median,medium,1.00,,1135,D,550,tbd,26.4,
oakframedhouses.com,spaceship,property,general,com,15,2026-09-21,atom,,,,,,,,,,,,,,1504,subcategory-median,medium,1.00,,1504,C,800,tbd,,
odluzeni.com,porkbun,financial,credit-debt,com,8,2027-05-22,afternic,1034,2026-09-03,direct,,afternic,4999,2026-09-03,,buy_now,,,,,1034,own-appraisal,high,1.00,direct appraisal in own TLD (no TLD factor),1034,D,,KEEP:network-financial,4.8,
ofertadia.com,dynadot,consumer-products,retail,com,9,2026-11-19,afternic,3122,2026-09-02,direct,,afternic,4999,2026-09-03,,buy_now,,,,,3122,own-appraisal,high,1.00,direct appraisal in own TLD (no TLD factor),3122,C,1600,tbd,1.6,
offgridcabins.co.uk,nominet,travel,accommodation,co.uk,13,2028-11,,,,,,,,,,,,,,,1114,category-median,low,0.85,co.uk x0.85,947,D,450,tbd,,
offgridcampervans.co.uk,nominet,automotive,leisure-vehicles,co.uk,17,2028-08,,,,,,,,,,,,,,,2314,subcategory-median,medium,0.85,co.uk x0.85,1967,C,1000,tbd,,
office-containers.com,porkbun,industrial-equipment,general,com,17,2027-08-31,afternic,,,,,,,,12000,min_offer,,,,,2066,subcategory-median,medium,0.75,hyphen -25%,1549,C,800,tbd,,15.0
officeclearance.uk,nominet,business-services,general,uk,15,2028-10,,,,,,,,,,,,,,,1135,subcategory-median,medium,0.21,uk x0.21,238,E,200,tbd,,
officeglasspartition.co.uk,nominet,home-garden,windows-doors,co.uk,20,2028-02,,,,,,,,,,,,,,,2607,subcategory-median,medium,0.85,co.uk x0.85,2216,C,1150,tbd,,
officeglasspartitions.co.uk,nominet,home-garden,windows-doors,co.uk,21,2028-02,,,,,,,,,,,,,,,2607,subcategory-median,medium,0.85,co.uk x0.85,2216,C,1150,tbd,,
officemugs.com,dynadot,consumer-products,office-stationery,com,10,2026-11-09,afternic,10518,2026-09-02,direct,,,,,10000,min_offer,,,,,10518,own-appraisal,high,1.00,direct appraisal in own TLD (no TLD factor),10518,A,6500,tbd,,1.5
officescales.com,dynadot,consumer-products,office-stationery,com,12,2027-01-05,afternic,9159,2026-09-02,direct,,afternic,4999,2026-09-03,,buy_now,,,,,9159,own-appraisal,high,1.00,direct appraisal in own TLD (no TLD factor),9159,B,5250,tbd,0.5,
officestationery.net,porkbun,consumer-products,office-stationery,net,16,2027-09-03,sedo,,,,,,,,,,,,,,8974,subcategory-median,medium,0.55,net x0.55,4936,B,2750,tbd,,
officesupplies.co.uk,nominet,consumer-products,office-stationery,co.uk,14,2028-08,,,,,,,,,10000,min_offer,,,,,8974,subcategory-median,medium,0.85,co.uk x0.85,7628,B,4250,tbd,,2.4
officewipes.com,dynadot,consumer-products,office-stationery,com,11,2026-12-03,afternic,8974,2026-09-02,direct,,afternic,4999,2026-09-03,,buy_now,,,,,8974,own-appraisal,high,1.00,direct appraisal in own TLD (no TLD factor),8974,B,5000,tbd,0.6,
offroadcentre.co.uk,nominet,automotive,general,co.uk,13,2028-12,,,,,,,,,,,,,,,916,subcategory-median,medium,0.85,co.uk x0.85,779,D,375,tbd,,
offroadebikes.com,dynadot,sports-leisure,cycling,com,13,2026-12-17,afternic,4143,2026-09-02,direct,,,,,12000,min_offer,,,,,4143,own-appraisal,high,1.00,direct appraisal in own TLD (no TLD factor),4143,B,2500,tbd,,4.8
offset-mortgage.co.uk,nominet,financial,mortgages,co.uk,15,2028-11,,,,,,,,,,,2000,,,,2526,portfolio-median,very-low,0.64,hyphen -25%; co.uk x0.85,1611,C,,KEEP:network-financial,,
offset-mortgage.com,porkbun,financial,mortgages,com,15,2027-11-08,none,3587,2026-09-03,direct,,,,,,,2000,,,,3587,own-appraisal,high,0.75,hyphen -25%; direct appraisal in own TLD (no TLD factor),2690,C,,KEEP:network-financial,,
offshorecontainers.co.uk,nominet,industrial-equipment,general,co.uk,18,2028-09,,,,,,,,,,,,,,,2066,subcategory-median,medium,0.85,co.uk x0.85,1756,C,900,tbd,,
oilandfinance.com,dynadot,financial,general,com,13,2027-01-09,afternic,4191,2026-09-02,direct,,,,,10000,min_offer,2297,,,,4191,own-appraisal,high,1.00,direct appraisal in own TLD (no TLD factor),4191,B,,KEEP:network-financial,,
oilcapture.com,dynadot,energy-utilities,oil-gas,com,10,2027-07-07,afternic,5816,2026-09-02,direct,,afternic,4999,2026-09-03,,buy_now,,,,,5816,own-appraisal,high,1.00,direct appraisal in own TLD (no TLD factor),5816,B,3250,tbd,0.9,
oilexplorer.com,dynadot,energy-utilities,oil-gas,com,11,2026-12-22,afternic,1223,2026-09-02,direct,,afternic,4999,2026-09-03,,buy_now,,,,,1223,own-appraisal,high,1.00,direct appraisal in own TLD (no TLD factor),1223,C,650,tbd,4.1,
oilfieldequipment.uk,nominet,energy-utilities,oil-gas,uk,17,2027-05,,,,,,,,,,,2995,,,,1223,category-median,low,0.21,uk x0.21,257,E,200,tbd,,
oilfieldinvestment.com,dynadot,financial,investing,com,18,2027-01-26,afternic,2331,2026-09-02,direct,,,,,10000,min_offer,3500,,,,2331,own-appraisal,high,1.00,direct appraisal in own TLD (no TLD factor),2331,C,,KEEP:network-financial,,
oilsuppliers.co.uk,nominet,energy-utilities,oil-gas,co.uk,12,2028-12,,,,,,,,,,,,,,,1223,category-median,low,0.85,co.uk x0.85,1040,D,475,tbd,,
oldbritain.uk,nominet,names-places,geographic,uk,10,2028-08,,206,2026-09-04,direct,,,,,10000,min_offer,,,,,206,own-appraisal,high,0.75,thin-demand category -25%; direct appraisal in own TLD (no TLD factor),154,E,200,tbd,,50.0
oldgoldjewelry.com,dynadot,consumer-products,jewellery-watches,com,14,2027-08-20,afternic,1156,2026-09-02,direct,,,,,20000,floor,,,,,1156,own-appraisal,high,1.00,direct appraisal in own TLD (no TLD factor),1156,D,550,tbd,,36.4
olive-oil.info,dynadot,food-drink,general,info,9,2027-07-02,afternic,570,2026-09-02,direct,,afternic,25000,2026-09-03,,buy_now,,,,,570,own-appraisal,high,0.75,hyphen -25%; direct appraisal in own TLD (no TLD factor),428,E,200,tbd,58.5,
oliverappleby.co.uk,nominet,names-places,personal,co.uk,13,2027-02,,,,,,,,,,,,,owner-withdrawn,,3946,category-median,low,0.64,thin-demand category -25%; co.uk x0.85,2515,C,,KEEP:owner-withdrawn,,
omega-oils.co.uk,nominet,health-medical,supplements,co.uk,10,2028-03,,,,,,,,,50000,min_offer,,,,,598,category-median,low,0.64,hyphen -25%; co.uk x0.85,381,E,200,tbd,,250.0
omega-oils.com,porkbun,health-medical,supplements,com,10,2028-03-08,none,,,,,,,,,,,,,,598,category-median,low,0.75,hyphen -25%,448,E,200,tbd,,
onchainconsultancy.com,spaceship,ai-tech,software,com,18,2027-06-07,atom,,,,,,,,,,,,,,1808,category-median,low,1.00,,1808,C,950,tbd,,
one-to-one.co.uk,nominet,generic-word,phrase,co.uk,10,2028-04,,,,,,,,,10000,min_offer,,,,,9818,category-median,low,0.47,2 hyphens -45%; co.uk x0.85,4590,B,2750,tbd,,3.6
ongedierteweg.com,dynadot,home-garden,services,com,13,2026-11-04,afternic,925,2026-09-02,direct,,,,,10000,min_offer,,,,,925,own-appraisal,high,1.00,direct appraisal in own TLD (no TLD factor),925,D,425,tbd,,23.5
online-handelen.com,porkbun,financial,investing,com,15,2027-08-10,afternic,1995,2026-09-03,direct,,afternic,4999,2026-09-03,,buy_now,,,,,1995,own-appraisal,high,0.75,hyphen -25%; direct appraisal in own TLD (no TLD factor),1496,C,,KEEP:network-financial,3.3,
onlinecrossword.co.uk,nominet,sports-leisure,gaming,co.uk,15,2028-09,,,,,,,,,10000,min_offer,,,,,1980,category-median,low,0.85,co.uk x0.85,1683,C,850,tbd,,11.8
onlinefinancejobs.com,porkbun,financial,general,com,17,2027-01-30,afternic,868,2026-09-03,direct,,afternic,25000,2026-09-03,,buy_now,2297,,,,868,own-appraisal,high,1.00,direct appraisal in own TLD (no TLD factor),868,D,,KEEP:network-financial,28.8,
onlineflorist.uk,nominet,consumer-products,gifts,uk,13,2028-10,,,,,,,,,,,,,,,4375,subcategory-median,medium,0.21,uk x0.21,919,D,425,tbd,,
onlineflowers.org.uk,nominet,consumer-products,gifts,org.uk,13,2028-04,,,,,,,,,10000,min_offer,,,,,4375,subcategory-median,medium,0.20,org.uk x0.2,875,D,400,tbd,,25.0
onlineguitar.co.uk,nominet,music,general,co.uk,12,2027-05,,,,,,,,,,,,,,,3689,category-median,low,0.85,co.uk x0.85,3136,C,1600,tbd,,
onlinehotelbookings.com,dynadot,travel,general,com,19,2026-10-27,afternic,1117,2026-09-02,direct,,,,,10000,min_offer,1282,,,,1117,own-appraisal,high,1.00,direct appraisal in own TLD (no TLD factor),1117,D,550,tbd,,18.2
onlinekalkulator.com,porkbun,tools-comparison,general,com,16,2027-08-31,other,,,,,,,,,,,,,,2480,subcategory-median,medium,1.00,,2480,C,1250,tbd,,
onlinekitchenshop.co.uk,nominet,home-garden,kitchens-extensions,co.uk,17,2028-07,,,,,,,,,10000,min_offer,888,,,,1752,subcategory-median,medium,0.85,co.uk x0.85,1489,C,750,tbd,,13.3
onlinemortgagecalculator.co.uk,nominet,tools-comparison,general,co.uk,24,2028-07,,,,,,,,,50000,min_offer,1649,,,,2480,subcategory-median,medium,0.68,very long -20%; co.uk x0.85,1686,C,850,tbd,,58.8
onlineofficefurniture.co.uk,nominet,home-garden,furnishings,co.uk,21,2027-01,,,,,,,,,50000,min_offer,,,,,3656,subcategory-median,medium,0.85,co.uk x0.85,3108,C,1600,tbd,,31.2
onlinepricecomparison.co.uk,nominet,tools-comparison,general,co.uk,21,2027-01,,,,,,,,,,,,,,,2480,subcategory-median,medium,0.85,co.uk x0.85,2108,C,1100,tbd,,
onlinepromotion.co.uk,nominet,web-digital,marketing,co.uk,15,2028-12,,,,,,,,,,,,,,,1482,subcategory-median,medium,0.85,co.uk x0.85,1260,C,650,tbd,,
onlinepromotion.uk,nominet,web-digital,marketing,uk,15,2028-12,,,,,,,,,,,,,,,1482,subcategory-median,medium,0.21,uk x0.21,311,E,200,tbd,,
onlinepuzzle.co.uk,nominet,sports-leisure,gaming,co.uk,12,2028-09,,,,,,,,,10000,min_offer,,,,,1980,category-median,low,0.85,co.uk x0.85,1683,C,850,tbd,,11.8
onlinestrategies.co.uk,nominet,web-digital,marketing,co.uk,16,2027-01,,,,,,,,,,,,,,,1482,subcategory-median,medium,0.85,co.uk x0.85,1260,C,650,tbd,,
onlinestrategies.uk,nominet,web-digital,marketing,uk,16,2027-01,,,,,,,,,,,,,,,1482,subcategory-median,medium,0.21,uk x0.21,311,E,200,tbd,,
onlinetraden.com,porkbun,financial,investing,com,12,2027-08-10,afternic,6163,2026-09-03,direct,,afternic,25000,2026-09-03,,buy_now,,,,,6163,own-appraisal,high,1.00,direct appraisal in own TLD (no TLD factor),6163,B,,KEEP:network-financial,4.1,
onpointcopy.co.uk,nominet,web-digital,content,co.uk,11,2028-03,,,,,,,,,10000,min_offer,,,live-site,,2657,category-median,low,0.85,co.uk x0.85,2258,C,,KEEP:live-site,,
onpointcopy.uk,nominet,web-digital,content,uk,11,2028-09,,,,,,,,,,,,,,,2657,category-median,low,0.21,uk x0.21,558,D,275,tbd,,
onspotloan.com,dynadot,financial,loans,com,10,2026-11-09,afternic,857,2026-09-02,direct,,,,,10000,min_offer,1805,,,,857,own-appraisal,high,1.00,direct appraisal in own TLD (no TLD factor),857,D,,KEEP:network-financial,,
ontwikkelen.com,porkbun,foreign-language,dutch,com,11,2027-05-20,afternic,2108,2026-09-04,direct,,,,,10000,min_offer,,,,,2108,own-appraisal,high,0.75,thin-demand category -25%; direct appraisal in own TLD (no TLD factor),1581,C,800,tbd,,12.5
operazione.com,dynadot,foreign-language,italian,com,10,2027-08-30,afternic,2759,2026-09-02,direct,,,,,10000,min_offer,,,,,2759,own-appraisal,high,0.75,thin-demand category -25%; direct appraisal in own TLD (no TLD factor),2069,C,1050,tbd,,9.5
ordering.uk,nominet,generic-word,general,uk,8,2028-08,,8728,2026-09-04,direct,,,,,10000,min_offer,,,,,8728,own-appraisal,high,1.00,direct appraisal in own TLD (no TLD factor),8728,B,,PREMIUM-REVIEW:single-word,,
organicpizza.co.uk,nominet,food-drink,general,co.uk,12,2028-11,,,,,,,,,,,,,,,1900,subcategory-median,medium,0.85,co.uk x0.85,1615,C,850,tbd,,
organicwholefood.co.uk,nominet,food-drink,general,co.uk,16,2028-07,,,,,,,,,,,,,,,1900,subcategory-median,medium,0.85,co.uk x0.85,1615,C,850,tbd,,
organisationaudit.com,porkbun,business-services,audits,com,17,2028-06-10,afternic,1999,2026-09-04,direct,,afternic,4999,2026-09-03,,buy_now,2495,,,,1999,own-appraisal,high,1.00,direct appraisal in own TLD (no TLD factor),1999,C,1000,tbd,2.5,
organisationaudit.uk,nominet,business-services,audits,uk,17,2028-06,,2239,2026-09-04,direct,,,,,,,2495,,,,2239,own-appraisal,high,1.00,direct appraisal in own TLD (no TLD factor),2239,C,1150,tbd,,
organisationaudits.com,porkbun,business-services,audits,com,18,2028-06-10,afternic,2132,2026-09-04,direct,,afternic,4999,2026-09-03,,buy_now,2495,,,,2132,own-appraisal,high,1.00,direct appraisal in own TLD (no TLD factor),2132,C,1100,tbd,2.3,
organisationaudits.uk,nominet,business-services,audits,uk,18,2028-06,,423,2026-09-04,direct,,,,,,,2495,,,,423,own-appraisal,high,1.00,direct appraisal in own TLD (no TLD factor),423,E,200,tbd,,
organisert.com,porkbun,foreign-language,norwegian,com,10,2027-06-29,afternic,,,,,afternic,4999,2026-09-03,,buy_now,,,,,4182,category-median,low,0.75,thin-demand category -25%,3136,C,1600,tbd,1.6,
organizationaudit.com,porkbun,business-services,audits,com,17,2028-06-10,afternic,619,2026-09-04,direct,,afternic,4999,2026-09-03,,buy_now,2495,,,,619,own-appraisal,high,1.00,direct appraisal in own TLD (no TLD factor),619,D,300,tbd,8.1,
organizationaudits.com,porkbun,business-services,audits,com,18,2028-06-10,afternic,2918,2026-09-04,direct,,afternic,4999,2026-09-03,,buy_now,2495,,,,2918,own-appraisal,high,1.00,direct appraisal in own TLD (no TLD factor),2918,C,1500,tbd,1.7,
ortd.com,porkbun,brandable-short,4-char,com,4,2027-09-27,afternic,4203,2026-09-04,direct,,,,,10000,min_offer,,,,,4203,own-appraisal,high,1.20,short .com +20%; direct appraisal in own TLD (no TLD factor),5044,B,,PREMIUM-REVIEW:4-letter-com,,
oticato.com,porkbun,brandable-short,pronounceable,com,7,2027-06-14,afternic,,,,,,,,12000,min_offer,,,,,4146,subcategory-median,medium,1.00,,4146,B,2500,tbd,,4.8
oufe.com,porkbun,brandable-short,4-char,com,4,2026-12-02,cloudflare,4894,2026-09-04,direct,,afternic,120000,2026-09-03,,buy_now,,,live-site,,4894,own-appraisal,high,1.20,short .com +20%; direct appraisal in own TLD (no TLD factor),5873,B,,PREMIUM-REVIEW:4-letter-com,20.4,
outboardengines.co.uk,nominet,marine,equipment,co.uk,15,2028-04,,,,,,,,,,,,,,,2526,portfolio-median,very-low,0.85,co.uk x0.85,2148,C,1100,tbd,,
outdoorfashions.co.uk,nominet,consumer-products,clothing-fashion,co.uk,15,2028-04,,,,,,,,,10000,min_offer,,,,,3512,subcategory-median,medium,0.85,co.uk x0.85,2985,C,1500,tbd,,6.7
outdoorheatingproducts.com,dynadot,home-garden,heating-plumbing,com,22,2027-07-15,afternic,290,2026-09-02,direct,,afternic,4999,2026-09-03,,buy_now,,,,,290,own-appraisal,high,0.80,very long -20%; direct appraisal in own TLD (no TLD factor),232,E,200,tbd,21.5,
outdoorjanitorial.com,dynadot,business-services,general,com,17,2026-11-03,afternic,2206,2026-09-02,direct,,,,,10000,min_offer,,,,,2206,own-appraisal,high,1.00,direct appraisal in own TLD (no TLD factor),2206,C,1150,tbd,,8.7
outfax.com,dynadot,ai-tech,software,com,6,2027-01-11,afternic,11047,2026-09-02,direct,,,,,10000,min_offer,,,,,11047,own-appraisal,high,1.20,short .com +20%; direct appraisal in own TLD (no TLD factor),13256,A,8000,tbd,,1.2
outpatientcover.com,dynadot,financial,insurance,com,15,2027-07-13,afternic,2029,2026-09-02,direct,,,,,10000,min_offer,,,,,2029,own-appraisal,high,1.00,direct appraisal in own TLD (no TLD factor),2029,C,,KEEP:network-financial,,
