domain,registrar,category,subcategory,tld,sld_length,expiry,ns_class,dynappraisal,dynappraisal_date,appraisal_kind,appraisal_proxy_domain,live_ask_marketplace,live_ask_price,live_ask_date,afternic_min_offer,afternic_price_source,category_comps_median,keep_override,trademark_flag
online-handelen.com,porkbun,financial,investing,com,15,2027-08-10,afternic,1995,2026-09-03,direct,,afternic,4999,2026-09-03,,buy_now,,,
onlinecrossword.co.uk,nominet,sports-leisure,gaming,co.uk,15,2028-09,,,,,,,,,10000,min_offer,,,
onlinefinancejobs.com,porkbun,financial,general,com,17,2027-01-30,afternic,868,2026-09-03,direct,,afternic,25000,2026-09-03,,buy_now,2297,,
onlineflorist.uk,nominet,consumer-products,gifts,uk,13,2028-10,,,,,,,,,,,,,
onlineflowers.org.uk,nominet,consumer-products,gifts,org.uk,13,2028-04,,,,,,,,,10000,min_offer,,,
onlinehotelbookings.com,dynadot,travel,general,com,19,2026-10-27,afternic,1117,2026-09-02,direct,,,,,10000,min_offer,1282,,
onlinekalkulator.com,porkbun,tools-comparison,general,com,16,2027-08-31,other,,,,,,,,,,,,
onlinekitchenshop.co.uk,nominet,home-garden,kitchens-extensions,co.uk,17,2028-07,,,,,,,,,10000,min_offer,888,,
onlinemortgagecalculator.co.uk,nominet,tools-comparison,general,co.uk,24,2028-07,,,,,,,,,50000,min_offer,1649,,
onlineofficefurniture.co.uk,nominet,home-garden,furnishings,co.uk,21,2027-01,,,,,,,,,50000,min_offer,,,
onlinepricecomparison.co.uk,nominet,tools-comparison,general,co.uk,21,2027-01,,,,,,,,,,,,,
onlinepromotion.co.uk,nominet,web-digital,marketing,co.uk,15,2028-12,,,,,,,,,,,,,
onlinepromotion.uk,nominet,web-digital,marketing,uk,15,2028-12,,,,,,,,,,,,,
onlinepuzzle.co.uk,nominet,sports-leisure,gaming,co.uk,12,2028-09,,,,,,,,,10000,min_offer,,,
onlinestrategies.co.uk,nominet,web-digital,marketing,co.uk,16,2027-01,,,,,,,,,,,,,
onlinestrategies.uk,nominet,web-digital,marketing,uk,16,2027-01,,,,,,,,,,,,,
onlinetraden.com,porkbun,financial,investing,com,12,2027-08-10,afternic,6163,2026-09-03,direct,,afternic,25000,2026-09-03,,buy_now,,,
onpointcopy.co.uk,nominet,web-digital,content,co.uk,11,2028-03,,,,,,,,,10000,min_offer,,,
onpointcopy.uk,nominet,web-digital,content,uk,11,2028-09,,,,,,,,,,,,,
onspotloan.com,dynadot,financial,loans,com,10,2026-11-09,afternic,857,2026-09-02,direct,,,,,10000,min_offer,1805,,
ontwikkelen.com,porkbun,foreign-language,dutch,com,11,2027-05-20,afternic,,,,,,,,10000,min_offer,,,
operazione.com,dynadot,foreign-language,italian,com,10,2027-08-30,afternic,2759,2026-09-02,direct,,,,,10000,min_offer,,,
ordering.uk,nominet,generic-word,general,uk,8,2028-08,,,,,,,,,10000,min_offer,,,
organicpizza.co.uk,nominet,food-drink,general,co.uk,12,2028-11,,,,,,,,,,,,,
organicwholefood.co.uk,nominet,food-drink,general,co.uk,16,2028-07,,,,,,,,,,,,,
organisationaudit.com,porkbun,business-services,audits,com,17,2028-06-10,afternic,,,,,afternic,4999,2026-09-03,,buy_now,2495,,
organisationaudit.uk,nominet,business-services,audits,uk,17,2028-06,,,,,,,,,,,2495,,
organisationaudits.com,porkbun,business-services,audits,com,18,2028-06-10,afternic,,,,,afternic,4999,2026-09-03,,buy_now,2495,,
organisationaudits.uk,nominet,business-services,audits,uk,18,2028-06,,,,,,,,,,,2495,,
organisert.com,porkbun,foreign-language,norwegian,com,10,2027-06-29,afternic,,,,,afternic,4999,2026-09-03,,buy_now,,,
organizationaudit.com,porkbun,business-services,audits,com,17,2028-06-10,afternic,,,,,afternic,4999,2026-09-03,,buy_now,2495,,
organizationaudits.com,porkbun,business-services,audits,com,18,2028-06-10,afternic,,,,,afternic,4999,2026-09-03,,buy_now,2495,,
ortd.com,porkbun,brandable-short,4-char,com,4,2027-09-27,afternic,,,,,,,,10000,min_offer,,,
oticato.com,porkbun,brandable-short,pronounceable,com,7,2027-06-14,afternic,,,,,,,,12000,min_offer,,,
oufe.com,porkbun,brandable-short,4-char,com,4,2026-12-02,cloudflare,,,,,afternic,120000,2026-09-03,,buy_now,,live-site,
outboardengines.co.uk,nominet,marine,equipment,co.uk,15,2028-04,,,,,,,,,,,,,
outdoorfashions.co.uk,nominet,consumer-products,clothing-fashion,co.uk,15,2028-04,,,,,,,,,10000,min_offer,,,
outdoorheatingproducts.com,dynadot,home-garden,heating-plumbing,com,22,2027-07-15,afternic,290,2026-09-02,direct,,afternic,4999,2026-09-03,,buy_now,,,
outdoorjanitorial.com,dynadot,business-services,general,com,17,2026-11-03,afternic,2206,2026-09-02,direct,,,,,10000,min_offer,,,
outfax.com,dynadot,ai-tech,software,com,6,2027-01-11,afternic,11047,2026-09-02,direct,,,,,10000,min_offer,,,
outpatientcover.com,dynadot,financial,insurance,com,15,2027-07-13,afternic,2029,2026-09-02,direct,,,,,10000,min_offer,,,
outpatientinsurance.com,dynadot,financial,insurance,com,19,2027-06-26,afternic,2903,2026-09-02,direct,,afternic,30000,2026-09-03,,buy_now,2800,,
outpatientscover.com,dynadot,financial,insurance,com,16,2027-07-21,afternic,243,2026-09-02,direct,,,,,10000,min_offer,,,
outpatientsinsurance.com,dynadot,financial,insurance,com,20,2027-07-21,afternic,2501,2026-09-02,direct,,,,,10000,min_offer,2800,,
oven-cleaning.com,porkbun,home-garden,services,com,13,2026-11-13,afternic,,,,,afternic,4999,2026-09-03,,buy_now,580,,
overclad.com,porkbun,home-garden,building-trades,com,8,2027-09-11,afternic,,,,,,,,10000,min_offer,,,
overhead-cranes.com,dynadot,industrial-equipment,general,com,15,2027-03-03,atom,1018,2026-09-03,direct,,,,,,,,,
overhead-cranes.uk,nominet,industrial-equipment,lifting,uk,15,2028-09,,,,,,,,,,,,,
overmaken.com,porkbun,financial,banking-savings,com,9,2027-09-01,afternic,5005,2026-09-03,direct,,,,,10000,min_offer,,,
overpronation.com,porkbun,health-medical,general,com,13,2027-05-13,afternic,,,,,afternic,25000,2026-09-03,,buy_now,,,
oxenunity.co.uk,porkbun,brandable-short,pronounceable,co.uk,9,2027-07-21,other,,,,,,,,,,,,
oxenunity.com,porkbun,brandable-short,pronounceable,com,9,2027-07-21,cloudflare,,,,,,,,,,,live-site,
oxenunity.uk,porkbun,brandable-short,pronounceable,uk,9,2027-07-21,other,,,,,,,,,,,,
oxes.co.uk,nominet,brandable-short,4-char,co.uk,4,2028-02,,,,,,,,,50000,min_offer,,,
package-deliveries.com,porkbun,transport-parking,logistics,com,18,2028-08-12,afternic,,,,,,,,30000,min_offer,,,
packagedeliveries.co.uk,nominet,transport-parking,logistics,co.uk,17,2028-08,,,,,,,,,10000,min_offer,,,
packagedeliveries.uk,nominet,transport-parking,logistics,uk,17,2028-08,,,,,,,,,10000,min_offer,,,
packagingdesign.uk,nominet,web-digital,design,uk,15,2028-09,,,,,,,,,,,1500,,
packagingmachinery.uk,nominet,packaging-print,packaging,uk,18,2027-10,,,,,,,,,10000,min_offer,,,
packagingsupply.uk,nominet,packaging-print,packaging,uk,15,2028-10,,,,,,,,,,,,,
packing-cubes.com,spaceship,travel,accessories,com,13,2027-08-04,afternic,,,,,,,,,,,,
paddle-grip.com,spaceship,sports-leisure,watersports,com,11,2027-08-04,afternic,,,,,,,,,,,,
paddle-grips.com,spaceship,sports-leisure,watersports,com,12,2027-08-04,afternic,,,,,,,,,,,,
padelcourts.uk,nominet,sports-leisure,general,uk,11,2028-02,,,,,,,,,,,,,
pakkingen.com,porkbun,industrial-equipment,machinery,com,9,2027-10-04,afternic,,,,,,,,10000,min_offer,,,
palatschinken.com,porkbun,food-drink,general,com,13,2027-08-18,afternic,,,,,,,,12000,min_offer,,,
pansets.co.uk,nominet,consumer-products,kitchenware,co.uk,7,2028-08,,,,,,,,,10000,min_offer,,,
pansets.uk,nominet,consumer-products,kitchenware,uk,7,2028-08,,,,,,,,,10000,min_offer,,,
paper-cups.co.uk,nominet,packaging-print,packaging,co.uk,10,2028-09,,,,,,,,,,,,,
paper-cups.com,dynadot,packaging-print,general,com,10,2027-08-27,atom,5320,2026-09-03,direct,,,,,,,,,
paper-cups.uk,nominet,packaging-print,packaging,uk,10,2028-09,,,,,,,,,,,,,
parallelled.com,porkbun,generic-word,general,com,11,2027-10-09,afternic,,,,,,,,,,,,
parasitology.uk,nominet,health-medical,general,uk,12,2028-10,,,,,,,,,10000,min_offer,,,
parkhomeloans.com,porkbun,financial,loans,com,13,2028-01-21,afternic,1448,2026-09-03,direct,,afternic,25000,2026-09-03,,buy_now,1805,,
parkhomemarketing.com,spaceship,web-digital,marketing,com,17,2027-01-10,atom,,,,,,,,,,,,
parking-heathrow.com,porkbun,transport-parking,parking,com,16,2027-11-18,none,,,,,,,,,,888,,
parsonsfilms.co.uk,nominet,web-digital,video,co.uk,12,2027-01,,,,,,,,,,,,,
parsonsfilms.com,porkbun,web-digital,design,com,12,2027-01-20,other,,,,,afternic,25000,2026-09-03,,buy_now,,,
parsonsfilms.uk,nominet,web-digital,video,uk,12,2027-01,,,,,,,,,,,,,
partywallspecialist.com,dynadot,property,surveys,com,19,2028-05-23,atom,965,2026-09-02,direct,,,,,,,,,
partywallsurveylondon.com,porkbun,property,surveys,com,21,2027-11-09,afternic,,,,,,,,10000,min_offer,,,
passengerlifts.co.uk,nominet,industrial-equipment,lifting,co.uk,14,2026-12,,,,,,,,,,,,,
passiflorale.com,dynadot,foreign-language,french,com,12,2026-11-09,afternic,1134,2026-09-02,direct,,,,,10000,min_offer,,,
pasturedegg.co.uk,porkbun,food-drink,general,co.uk,11,2027-04-06,other,,,,,,,,,,,,
pasturedegg.uk,porkbun,food-drink,general,uk,11,2027-04-06,other,,,,,,,,,,,,
patientcover.com,dynadot,financial,insurance,com,12,2027-01-18,afternic,7304,2026-09-02,direct,,,,,,,,,
patio-cost.com,spaceship,home-garden,driveways-ground,com,10,2027-07-16,afternic,,,,,,,,,,,,
patio-costs.com,spaceship,home-garden,driveways-ground,com,11,2027-07-16,afternic,,,,,,,,,,,,
patiocost.com,spaceship,home-garden,driveways-ground,com,9,2027-07-16,afternic,,,,,,,,,,,,
patronyme.com,porkbun,foreign-language,french,com,9,2027-11-22,other,,,,,,,,,,,,
pavingrepair.com,dynadot,home-garden,building-trades,com,12,2026-11-30,afternic,9261,2026-09-02,direct,,afternic,4999,2026-09-03,,buy_now,,,
paymentscalculator.co.uk,nominet,tools-comparison,general,co.uk,18,2028-10,,,,,,,,,10000,min_offer,1649,,
pcgaming.uk,nominet,sports-leisure,gaming,uk,8,2028-06,,,,,,,,,,,,,
pelletburners.co.uk,nominet,home-garden,heating-plumbing,co.uk,13,2027-01,,,,,,,,,10000,min_offer,,,
pendant.co.uk,nominet,consumer-products,jewellery-watches,co.uk,7,2028-05,,,,,,,,,,,,,
pendant.uk,nominet,consumer-products,jewellery-watches,uk,7,2028-07,,,,,,,,,10000,min_offer,,,
pendulumsliptesting.co.uk,nominet,industrial-equipment,test-measurement,co.uk,19,2028-02,,,,,,,,,,,,,
penetrationtesting.uk,nominet,ai-tech,software,uk,18,2028-09,,,,,,,,,,,,,
peningar.com,porkbun,financial,general,com,8,2027-11-20,other,5666,2026-09-03,direct,,,,,,,,,
pensioenregeling.com,dynadot,financial,general,com,16,2027-09-08,afternic,122,2026-09-02,direct,,,,,10000,min_offer,,,
pensioenstelsel.com,porkbun,financial,general,com,15,2027-08-31,afternic,2034,2026-09-03,direct,,,,,10000,min_offer,,,
pension-drawdown.com,spaceship,financial,investing,com,16,2027-07-14,afternic,4292,2026-09-03,direct,,,,,,,,,
pensiondrawdowns.com,spaceship,financial,investing,com,16,2027-07-16,afternic,2496,2026-09-03,direct,,,,,,,,,
pentests.uk,nominet,ai-tech,software,uk,8,2028-09,,,,,,,,,10000,min_offer,,,
peppermintoil.uk,nominet,health-medical,supplements,uk,13,2028-09,,,,,,,,,10000,min_offer,,,
perhaps.uk,nominet,generic-word,general,uk,7,2028-10,,,,,,,,,10000,min_offer,,,
persona-platform.com,porkbun,ai-tech,ai,com,16,2027-07-17,afternic,,,,,afternic,30000,2026-09-03,,buy_now,,,
personae.uk,nominet,generic-word,general,uk,8,2027-04,,,,,,,,,,,,,
personal-loan-calculator.com,porkbun,financial,loans,com,24,2027-08-20,afternic,536,2026-09-03,direct,,afternic,25000,2026-09-03,,buy_now,1718,,
personal-luxuries.com,spaceship,consumer-products,gifts,com,17,2027-07-16,afternic,,,,,,,,,,,,
personal-luxury.com,spaceship,consumer-products,gifts,com,15,2027-07-16,afternic,,,,,,,,,,,,
personaldebts.co.uk,nominet,financial,credit-debt,co.uk,13,2028-08,,,,,,,,,50000,min_offer,,,
personalgift.co.uk,nominet,consumer-products,gifts,co.uk,12,2028-10,,,,,,,,,,,,,
personalhealthinsurancequote.uk,nominet,financial,insurance,uk,28,2027-10,,,,,,,,,,,2499,,
personalindemnity.com,porkbun,financial,insurance,com,17,2027-06-13,none,4268,2026-09-03,direct,,,,,,,,,
personalisedchocolate.co.uk,nominet,consumer-products,gifts,co.uk,21,2028-11,,,,,,,,,,,,,
personaliseddolls.co.uk,nominet,consumer-products,gifts,co.uk,17,2028-10,,,,,,,,,10000,min_offer,,,
personaliseddolls.com,porkbun,consumer-products,kids-baby,com,17,2027-10-08,afternic,,,,,,,,30000,min_offer,,,
personaliseddolls.uk,nominet,consumer-products,gifts,uk,17,2028-10,,,,,,,,,10000,min_offer,,,
personaliser.uk,nominet,ai-tech,software,uk,12,2028-10,,,,,,,,,50000,min_offer,,,
personalising.co.uk,nominet,consumer-products,gifts,co.uk,13,2028-11,,,,,,,,,,,,,
personalising.uk,nominet,consumer-products,gifts,uk,13,2028-11,,,,,,,,,,,,,
personalizer.co.uk,nominet,ai-tech,software,co.uk,12,2028-10,,,,,,,,,10000,min_offer,,,
personalizer.uk,nominet,ai-tech,software,uk,12,2027-10,,,,,,,,,10000,min_offer,,,
personalstyle.co.uk,nominet,consumer-products,clothing-fashion,co.uk,13,2028-02,,,,,,,,,50000,min_offer,,,
persoonlijkeleningen.com,porkbun,financial,loans,com,20,2027-08-12,afternic,2001,2026-09-03,direct,,afternic,4999,2026-09-03,,buy_now,,,
pet-blanket.com,porkbun,pets-vet,general,com,11,2027-06-14,afternic,,,,,afternic,25000,2026-09-03,,buy_now,,,
pet-cameras.com,spaceship,pets-vet,general,com,11,2027-08-04,afternic,,,,,,,,,,,,
pet-healthcare.co.uk,nominet,pets-vet,general,co.uk,14,2028-03,,,,,,,,,,,2000,,
pet-healthcare.uk,nominet,pets-vet,general,uk,14,2028-03,,,,,,,,,,,2000,,
pet-luxuries.com,porkbun,pets-vet,general,com,12,2026-11-25,afternic,,,,,afternic,4999,2026-09-03,,buy_now,,,
petcartoon.co.uk,nominet,pets-vet,general,co.uk,10,2028-03,,,,,,,,,,,,,
petchristmas.co.uk,nominet,consumer-products,gifts,co.uk,12,2027-10,,,,,,,,,10000,min_offer,,,
petdna.co.uk,nominet,pets-vet,general,co.uk,6,2028-11,,,,,,,,,,,,,
petdna.uk,nominet,pets-vet,general,uk,6,2028-11,,,,,,,,,,,,,
petidchip.co.uk,nominet,pets-vet,general,co.uk,9,2028-03,,,,,,,,,,,,,
petidchip.uk,nominet,pets-vet,general,uk,9,2028-03,,,,,,,,,,,,,
petidchips.co.uk,nominet,pets-vet,general,co.uk,10,2028-03,,,,,,,,,,,,,
petidchips.uk,nominet,pets-vet,general,uk,10,2028-03,,,,,,,,,,,,,
petidentitychip.co.uk,nominet,pets-vet,general,co.uk,15,2028-03,,,,,,,,,,,,,
petidentitychip.uk,nominet,pets-vet,general,uk,15,2028-03,,,,,,,,,,,,,
petidentitychips.co.uk,nominet,pets-vet,general,co.uk,16,2028-03,,,,,,,,,,,,,
petidentitychips.uk,nominet,pets-vet,general,uk,16,2028-03,,,,,,,,,,,,,
petmed.uk,porkbun,pets-vet,general,uk,6,2027-01-25,other,,,,,,,,,,,,
petpage.co.uk,nominet,pets-vet,general,co.uk,7,2028-03,,,,,,,,,10000,min_offer,,,
petscollar.com,dynadot,pets-vet,general,com,10,2026-09-28,afternic,4102,2026-09-02,direct,,,,,10000,min_offer,,,
petspractice.com,dynadot,pets-vet,general,com,12,2026-11-27,afternic,625,2026-09-02,direct,,,,,12000,min_offer,,,
petxmasgifts.co.uk,nominet,consumer-products,gifts,co.uk,12,2027-10,,,,,,,,,10000,min_offer,,,
photo-editors.com,spaceship,web-digital,design,com,13,2027-07-16,afternic,,,,,,,,,,,,
photoawards.uk,nominet,web-digital,photography,uk,11,2027-10,,,,,,,,,10000,min_offer,,,
photofit.uk,nominet,web-digital,photography,uk,8,2028-12,,,,,,,,,,,,,
photographyawards.uk,nominet,web-digital,photography,uk,17,2027-10,,,,,,,,,10000,min_offer,,,
photorestoration.co.uk,nominet,web-digital,photography,co.uk,16,2028-03,,,,,,,,,,,,,
piano-center.com,porkbun,music,instruments,com,12,2028-01-25,afternic,,,,,,,,12000,min_offer,,,
piano-centre.com,porkbun,music,instruments,com,12,2027-06-16,afternic,,,,,afternic,4999,2026-09-03,,buy_now,,,
pickleball-coaching.com,porkbun,sports-leisure,general,com,19,2027-06-21,afternic,,,,,afternic,4999,2026-09-03,,buy_now,1999,,
pickleball-equipment.com,dynadot,sports-leisure,general,com,20,2027-06-09,atom,1606,2026-09-02,direct,,,,,,,2052,,
pickleball-net.com,porkbun,sports-leisure,general,com,14,2027-08-06,afternic,,,,,afternic,25000,2026-09-03,,buy_now,1999,,
pickleball-nets.com,spaceship,sports-leisure,general,com,15,2027-08-04,afternic,,,,,,,,,,1999,,
pilesplicers.com,dynadot,industrial-equipment,construction-plant,com,12,2027-09-10,afternic,5557,2026-09-02,direct,,,,,10000,min_offer,,,
pinechairs.co.uk,nominet,home-garden,furnishings,co.uk,10,2027-01,,,,,,,,,10000,min_offer,,,
pinewardrobes.co.uk,nominet,home-garden,furnishings,co.uk,13,2028-03,,,,,,,,,10000,min_offer,,,
pipespools.com,porkbun,industrial-equipment,general,com,10,2027-06-27,afternic,,,,,afternic,4999,2026-09-03,,buy_now,,,
pistes.co.uk,nominet,sports-leisure,general,co.uk,6,2028-04,,,,,,,,,10000,min_offer,,,
pitchconstruction.co.uk,nominet,industrial-equipment,groundcare,co.uk,17,2028-10,,,,,,,,,,,,,
pitforex.com,dynadot,financial,foreign-exchange,com,8,2026-10-26,afternic,5002,2026-09-02,direct,,afternic,24000,2026-09-03,,buy_now,,,
pivl.com,dynadot,brandable-short,4-char,com,4,2027-07-18,afternic,740,2026-09-02,direct,,,,,12000,min_offer,,,
pizzaovenkits.com,dynadot,consumer-products,kitchenware,com,13,2027-08-26,atom,594,2026-09-02,direct,,,,,,,,,
pjvd.com,porkbun,brandable-short,4-char,com,4,2027-07-09,afternic,,,,,,,,10000,min_offer,,,
plantarproblems.com,dynadot,health-medical,general,com,15,2026-11-07,afternic,824,2026-09-02,direct,,,,,20000,min_offer,,,
plantboxes.uk,nominet,home-garden,garden,uk,10,2028-11,,,,,,,,,,,,,
plantsandflorals.com,dynadot,home-garden,garden,com,16,2026-10-31,afternic,1879,2026-09-02,direct,,,,,10000,min_offer,,,
plaquefreedental.com,dynadot,health-medical,general,com,16,2027-08-17,afternic,94,2026-09-02,direct,,,,,10000,min_offer,,,
plaquistes.com,porkbun,home-garden,building-trades,com,10,2027-08-31,afternic,,,,,,,,12000,min_offer,,,
plasmasnijden.com,porkbun,industrial-equipment,machinery,com,13,2027-07-06,afternic,,,,,afternic,4999,2026-09-03,,buy_now,,,
plastic-decking.com,porkbun,home-garden,garden,com,15,2027-06-29,other,,,,,,,,,,,,
plastic-packaging.com,porkbun,packaging-print,packaging,com,17,2028-02-20,afternic,,,,,afternic,4999,2026-09-03,,buy_now,,,
plastic-sheet.co.uk,nominet,industrial-equipment,materials,co.uk,13,2028-03,,,,,,,,,,,,,
plastic-sheets.com,dynadot,industrial-equipment,materials,com,14,2027-04-09,atom,1470,2026-09-02,direct,,,,,,,,,
plasticbenches.co.uk,nominet,home-garden,garden,co.uk,14,2028-10,,,,,,,,,,,,,
plasticblocks.co.uk,nominet,industrial-equipment,materials,co.uk,13,2028-11,,,,,,,,,,,,,
plasticblocks.uk,nominet,industrial-equipment,materials,uk,13,2028-11,,,,,,,,,,,,,
plasticdecking.co.uk,nominet,home-garden,garden,co.uk,14,2026-12,,,,,,afternic,4999,2026-09-03,,buy_now,,,
plasticducks.com,porkbun,consumer-products,kids-baby,com,12,2028-06-05,afternic,,,,,afternic,25000,2026-09-03,,buy_now,,,
plasticflowers.co.uk,nominet,home-garden,furnishings,co.uk,14,2028-07,,,,,,,,,10000,min_offer,,,
plasticstep.com,dynadot,consumer-products,household,com,11,2026-10-22,afternic,9199,2026-09-02,direct,,,,,10000,min_offer,,,
plastiser.com,dynadot,brandable-short,pronounceable,com,9,2026-12-03,afternic,4152,2026-09-02,direct,,afternic,4999,2026-09-03,,buy_now,,,
playconcrete.com,dynadot,home-garden,building-trades,com,12,2027-01-17,afternic,3780,2026-09-03,direct,,,,,,,,,
playground-marking.co.uk,nominet,industrial-equipment,groundcare,co.uk,18,2028-10,,,,,,,,,,,,,
playground-markings.co.uk,nominet,industrial-equipment,groundcare,co.uk,19,2028-10,,,,,,,,,,,,,
pleasurespot.co.uk,nominet,consumer-products,adult,co.uk,12,2027-01,,,,,,,,,,,,,
pleasuring.uk,nominet,consumer-products,adult,uk,10,2028-10,,,,,,,,,,,,,
plumbersjobs.com,dynadot,home-garden,heating-plumbing,com,12,2026-09-19,afternic,3559,2026-09-02,direct,,,,,10000,min_offer,,,
plumbingdirectory.co.uk,nominet,home-garden,heating-plumbing,co.uk,17,2028-06,,,,,,,,,,,,,
pointofsaledesign.uk,nominet,web-digital,design,uk,17,2027-10,,,,,,,,,10000,min_offer,1500,,
polystyreneboxes.com,dynadot,packaging-print,packaging,com,16,2027-04-02,atom,792,2026-09-03,direct,,,,,,,,,
ponddesign.co.uk,nominet,web-digital,design,co.uk,10,2028-08,,,,,,,,,10000,min_offer,1500,,
pooleselfstorage.co.uk,nominet,business-services,general,co.uk,16,2028-04,,,,,,,,,,,,,
poor-credit-mortgages.co.uk,nominet,financial,mortgages,co.uk,21,2027-01,,,,,,,,,10000,min_offer,2500,,
poorcreditmortgages.co.uk,nominet,financial,mortgages,co.uk,19,2028-10,,,,,,,,,,,2500,,
porridgeoats.com,porkbun,food-drink,general,com,12,2027-12-15,other,,,,,,,,,,,,
portable-grills.com,spaceship,consumer-products,kitchenware,com,15,2027-08-04,afternic,,,,,,,,,,,,
portablejuicers.com,dynadot,consumer-products,appliances,com,15,2027-09-06,afternic,1367,2026-09-03,direct,,afternic,25000,2026-09-03,,buy_now,,,
portablepizzaovens.com,spaceship,consumer-products,kitchenware,com,18,2027-04-19,atom,,,,,,,,,,,,
posh.uk,nominet,brandable-short,4-char,uk,4,2028-09,,,,,,,,,50000,min_offer,,,
potatochipper.com,dynadot,consumer-products,kitchenware,com,13,2027-01-18,afternic,609,2026-09-03,direct,,,,,,,,,
powerdryer.com,dynadot,consumer-products,appliances,com,10,2026-09-22,afternic,7207,2026-09-03,direct,,,,,10000,min_offer,,,
powertoolhire.com,dynadot,home-garden,tools-diy,com,13,2026-11-27,atom,169,2026-09-03,direct,,,,,,,2000,,
pozdrowienia.com,porkbun,foreign-language,polish,com,12,2027-05-20,afternic,,,,,,,,12000,min_offer,,,
